,title,gross_worldwide,movie_id,year,plot,clean_plot,token_plot,lemma_plot,stem_plot,lemma_plot2
535,Jerry Maguire,"$273,552,592",116695,1996,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.::Kenneth Chisholm and assmn316",when a sports agent has a moral epiphany and is fired for expressing it  he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague   kenneth chisholm and assmn,"['when', 'a', 'sports', 'agent', 'has', 'a', 'moral', 'epiphany', 'and', 'is', 'fired', 'for', 'expressing', 'it', 'he', 'decides', 'to', 'put', 'his', 'new', 'philosophy', 'to', 'the', 'test', 'as', 'an', 'independent', 'agent', 'with', 'the', 'only', 'athlete', 'who', 'stays', 'with', 'him', 'and', 'his', 'former', 'colleague', 'kenneth', 'chisholm', 'and', 'assmn']","['sport', 'agent', 'ha', 'moral', 'epiphany', 'fired', 'expressing', 'decides', 'put', 'new', 'philosophy', 'test', 'independent', 'agent', 'athlete', 'stay', 'former', 'colleague', 'kenneth', 'chisholm', 'assmn']","['sport', 'agent', 'ha', 'moral', 'epiphani', 'fire', 'express', 'decid', 'put', 'new', 'philosophi', 'test', 'independ', 'agent', 'onli', 'athlet', 'stay', 'former', 'colleagu', 'kenneth', 'chisholm', 'assmn']","['sport', 'agent', 'ha', 'moral', 'epiphany', 'fire', 'express', 'decides', 'put', 'new', 'philosophy', 'test', 'independent', 'agent', 'athlete', 'stay', 'former', 'colleague', 'kenneth', 'chisholm', 'assmn']"
536,Bad Boys II,"$273,339,556",172156,2003,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.::Anonymous,two loose cannon narcotics cops investigate the flow of ecstasy into florida from a cuban drug cartel   anonymous,"['two', 'loose', 'cannon', 'narcotics', 'cops', 'investigate', 'the', 'flow', 'of', 'ecstasy', 'into', 'florida', 'from', 'a', 'cuban', 'drug', 'cartel', 'anonymous']","['two', 'loose', 'cannon', 'narcotic', 'cop', 'investigate', 'flow', 'ecstasy', 'florida', 'cuban', 'drug', 'cartel', 'anonymous']","['two', 'loos', 'cannon', 'narcot', 'cop', 'investig', 'flow', 'ecstasi', 'florida', 'cuban', 'drug', 'cartel', 'anonym']","['two', 'loose', 'cannon', 'narcotic', 'cop', 'investigate', 'flow', 'ecstasy', 'florida', 'cuban', 'drug', 'cartel', 'anonymous']"
537,Lilo & Stitch,"$273,144,151",275847,2002,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.::Kenneth Chisholm,a hawaiian girl adopts an unusual pet who is actually a notorious extra terrestrial fugitive   kenneth chisholm,"['a', 'hawaiian', 'girl', 'adopts', 'an', 'unusual', 'pet', 'who', 'is', 'actually', 'a', 'notorious', 'extra', 'terrestrial', 'fugitive', 'kenneth', 'chisholm']","['hawaiian', 'girl', 'adopts', 'unusual', 'pet', 'actually', 'notorious', 'extra', 'terrestrial', 'fugitive', 'kenneth', 'chisholm']","['hawaiian', 'girl', 'adopt', 'unusu', 'pet', 'actual', 'notori', 'extra', 'terrestri', 'fugit', 'kenneth', 'chisholm']","['hawaiian', 'girl', 'adopts', 'unusual', 'pet', 'actually', 'notorious', 'extra', 'terrestrial', 'fugitive', 'kenneth', 'chisholm']"
538,The Silence of the Lambs,"$272,753,884",102926,1991,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.::Helltopay27",a young f b i  cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer  a madman who skins his victims   helltopay,"['a', 'young', 'f', 'b', 'i', 'cadet', 'must', 'receive', 'the', 'help', 'of', 'an', 'incarcerated', 'and', 'manipulative', 'cannibal', 'killer', 'to', 'help', 'catch', 'another', 'serial', 'killer', 'a', 'madman', 'who', 'skins', 'his', 'victims', 'helltopay']","['young', 'f', 'b', 'cadet', 'must', 'receive', 'help', 'incarcerated', 'manipulative', 'cannibal', 'killer', 'help', 'catch', 'another', 'serial', 'killer', 'madman', 'skin', 'victim', 'helltopay']","['young', 'f', 'b', 'cadet', 'must', 'receiv', 'help', 'incarcer', 'manipul', 'cannib', 'killer', 'help', 'catch', 'anoth', 'serial', 'killer', 'madman', 'skin', 'victim', 'helltopay']","['young', 'f', 'b', 'cadet', 'must', 'receive', 'help', 'incarcerate', 'manipulative', 'cannibal', 'killer', 'help', 'catch', 'another', 'serial', 'killer', 'madman', 'skin', 'victim', 'helltopay']"
539,Get Out,"$272,495,873",5052448,2017,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.::David Rush",a young african american visits his white girlfriend s parents for the weekend  where his simmering uneasiness about their reception of him eventually reaches a boiling point   david rush,"['a', 'young', 'african', 'american', 'visits', 'his', 'white', 'girlfriend', 's', 'parents', 'for', 'the', 'weekend', 'where', 'his', 'simmering', 'uneasiness', 'about', 'their', 'reception', 'of', 'him', 'eventually', 'reaches', 'a', 'boiling', 'point', 'david', 'rush']","['young', 'african', 'american', 'visit', 'white', 'girlfriend', 'parent', 'weekend', 'simmering', 'uneasiness', 'reception', 'eventually', 'reach', 'boiling', 'point', 'david', 'rush']","['young', 'african', 'american', 'visit', 'white', 'girlfriend', 'parent', 'weekend', 'simmer', 'uneasi', 'recept', 'eventu', 'reach', 'boil', 'point', 'david', 'rush']","['young', 'african', 'american', 'visit', 'white', 'girlfriend', 'parent', 'weekend', 'simmer', 'uneasiness', 'reception', 'eventually', 'reach', 'boil', 'point', 'david', 'rush']"
540,Grown Ups,"$271,430,189",1375670,2010,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.::Anonymous",after their high school basketball coach passes away  five good friends and former teammates reunite for a fourth of july holiday weekend   anonymous,"['after', 'their', 'high', 'school', 'basketball', 'coach', 'passes', 'away', 'five', 'good', 'friends', 'and', 'former', 'teammates', 'reunite', 'for', 'a', 'fourth', 'of', 'july', 'holiday', 'weekend', 'anonymous']","['high', 'school', 'basketball', 'coach', 'pass', 'away', 'five', 'good', 'friend', 'former', 'teammate', 'reunite', 'fourth', 'july', 'holiday', 'weekend', 'anonymous']","['high', 'school', 'basketbal', 'coach', 'pass', 'away', 'five', 'good', 'friend', 'former', 'teammat', 'reunit', 'fourth', 'juli', 'holiday', 'weekend', 'anonym']","['high', 'school', 'basketball', 'coach', 'pas', 'away', 'five', 'good', 'friend', 'former', 'teammate', 'reunite', 'fourth', 'july', 'holiday', 'weekend', 'anonymous']"
541,Neighbors,"$270,665,134",2004420,2014,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.::Dylan Penrose",after they are forced to live next to a fraternity house  a couple with a newborn baby do whatever they can to take them down   dylan penrose,"['after', 'they', 'are', 'forced', 'to', 'live', 'next', 'to', 'a', 'fraternity', 'house', 'a', 'couple', 'with', 'a', 'newborn', 'baby', 'do', 'whatever', 'they', 'can', 'to', 'take', 'them', 'down', 'dylan', 'penrose']","['forced', 'live', 'next', 'fraternity', 'house', 'couple', 'newborn', 'baby', 'whatever', 'take', 'dylan', 'penrose']","['forc', 'live', 'next', 'fratern', 'hous', 'coupl', 'newborn', 'babi', 'whatev', 'take', 'dylan', 'penros']","['force', 'live', 'next', 'fraternity', 'house', 'couple', 'newborn', 'baby', 'whatever', 'take', 'dylan', 'penrose']"
542,The Firm,"$270,248,367",106918,1993,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.::Kenneth Chisholm,a young lawyer joins a prestigious law firm only to discover that it has a sinister dark side   kenneth chisholm,"['a', 'young', 'lawyer', 'joins', 'a', 'prestigious', 'law', 'firm', 'only', 'to', 'discover', 'that', 'it', 'has', 'a', 'sinister', 'dark', 'side', 'kenneth', 'chisholm']","['young', 'lawyer', 'join', 'prestigious', 'law', 'firm', 'discover', 'ha', 'sinister', 'dark', 'side', 'kenneth', 'chisholm']","['young', 'lawyer', 'join', 'prestigi', 'law', 'firm', 'onli', 'discov', 'ha', 'sinist', 'dark', 'side', 'kenneth', 'chisholm']","['young', 'lawyer', 'join', 'prestigious', 'law', 'firm', 'discover', 'ha', 'sinister', 'dark', 'side', 'kenneth', 'chisholm']"
543,We're the Millers,"$269,994,119",1723121,2013,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.::Anonymous,a veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the u s  from mexico   anonymous,"['a', 'veteran', 'pot', 'dealer', 'creates', 'a', 'fake', 'family', 'as', 'part', 'of', 'his', 'plan', 'to', 'move', 'a', 'huge', 'shipment', 'of', 'weed', 'into', 'the', 'u', 's', 'from', 'mexico', 'anonymous']","['veteran', 'pot', 'dealer', 'creates', 'fake', 'family', 'part', 'plan', 'move', 'huge', 'shipment', 'weed', 'u', 'mexico', 'anonymous']","['veteran', 'pot', 'dealer', 'creat', 'fake', 'famili', 'part', 'plan', 'move', 'huge', 'shipment', 'weed', 'u', 'mexico', 'anonym']","['veteran', 'pot', 'dealer', 'creates', 'fake', 'family', 'part', 'plan', 'move', 'huge', 'shipment', 'weed', 'u', 'mexico', 'anonymous']"
544,Gran Torino,"$269,958,228",1205489,2008,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",disgruntled korean war veteran walt kowalski sets out to reform his neighbor  thao lor  a hmong teenager who tried to steal kowalski s prized possession  a  gran torino,"['disgruntled', 'korean', 'war', 'veteran', 'walt', 'kowalski', 'sets', 'out', 'to', 'reform', 'his', 'neighbor', 'thao', 'lor', 'a', 'hmong', 'teenager', 'who', 'tried', 'to', 'steal', 'kowalski', 's', 'prized', 'possession', 'a', 'gran', 'torino']","['disgruntled', 'korean', 'war', 'veteran', 'walt', 'kowalski', 'set', 'reform', 'neighbor', 'thao', 'lor', 'hmong', 'teenager', 'tried', 'steal', 'kowalski', 'prized', 'possession', 'gran', 'torino']","['disgruntl', 'korean', 'war', 'veteran', 'walt', 'kowalski', 'set', 'reform', 'neighbor', 'thao', 'lor', 'hmong', 'teenag', 'tri', 'steal', 'kowalski', 'prize', 'possess', 'gran', 'torino']","['disgruntle', 'korean', 'war', 'veteran', 'walt', 'kowalski', 'set', 'reform', 'neighbor', 'thao', 'lor', 'hmong', 'teenager', 'try', 'steal', 'kowalski', 'prize', 'possession', 'gran', 'torino']"
545,"10,000 BC","$269,784,201",443649,2008,"In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.::Tom Daly",in the prehistoric past  d leh is a mammoth hunter who bonds with the beautiful evolet  when warriors on horseback capture evolet and the tribesmen  d leh must embark on an odyssey to save his true love   tom daly,"['in', 'the', 'prehistoric', 'past', 'd', 'leh', 'is', 'a', 'mammoth', 'hunter', 'who', 'bonds', 'with', 'the', 'beautiful', 'evolet', 'when', 'warriors', 'on', 'horseback', 'capture', 'evolet', 'and', 'the', 'tribesmen', 'd', 'leh', 'must', 'embark', 'on', 'an', 'odyssey', 'to', 'save', 'his', 'true', 'love', 'tom', 'daly']","['prehistoric', 'past', 'leh', 'mammoth', 'hunter', 'bond', 'beautiful', 'evolet', 'warrior', 'horseback', 'capture', 'evolet', 'tribesman', 'leh', 'must', 'embark', 'odyssey', 'save', 'true', 'love', 'tom', 'daly']","['prehistor', 'past', 'leh', 'mammoth', 'hunter', 'bond', 'beauti', 'evolet', 'warrior', 'horseback', 'captur', 'evolet', 'tribesman', 'leh', 'must', 'embark', 'odyssey', 'save', 'true', 'love', 'tom', 'dali']","['prehistoric', 'past', 'leh', 'mammoth', 'hunter', 'bond', 'beautiful', 'evolet', 'warrior', 'horseback', 'capture', 'evolet', 'tribesman', 'leh', 'must', 'embark', 'odyssey', 'save', 'true', 'love', 'tom', 'daly']"
546,American Gangster,"$269,755,430",765429,2007,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",an outcast new york city cop is charged with bringing down harlem drug lord frank lucas  whose real life inspired this partly biographical film,"['an', 'outcast', 'new', 'york', 'city', 'cop', 'is', 'charged', 'with', 'bringing', 'down', 'harlem', 'drug', 'lord', 'frank', 'lucas', 'whose', 'real', 'life', 'inspired', 'this', 'partly', 'biographical', 'film']","['outcast', 'new', 'york', 'city', 'cop', 'charged', 'bringing', 'harlem', 'drug', 'lord', 'frank', 'lucas', 'whose', 'real', 'life', 'inspired', 'partly', 'biographical', 'film']","['outcast', 'new', 'york', 'citi', 'cop', 'charg', 'bring', 'harlem', 'drug', 'lord', 'frank', 'luca', 'whose', 'real', 'life', 'inspir', 'part', 'biograph', 'film']","['outcast', 'new', 'york', 'city', 'cop', 'charge', 'bring', 'harlem', 'drug', 'lord', 'frank', 'lucas', 'whose', 'real', 'life', 'inspire', 'partly', 'biographical', 'film']"
547,Epic,"$268,426,634",848537,2013,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.::Anonymous,a teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place  she bands together with a rag tag group of characters in order to save their world    and ours   anonymous,"['a', 'teenager', 'finds', 'herself', 'transported', 'to', 'a', 'deep', 'forest', 'setting', 'where', 'a', 'battle', 'between', 'the', 'forces', 'of', 'good', 'and', 'the', 'forces', 'of', 'evil', 'is', 'taking', 'place', 'she', 'bands', 'together', 'with', 'a', 'rag', 'tag', 'group', 'of', 'characters', 'in', 'order', 'to', 'save', 'their', 'world', 'and', 'ours', 'anonymous']","['teenager', 'find', 'transported', 'deep', 'forest', 'setting', 'battle', 'force', 'good', 'force', 'evil', 'taking', 'place', 'band', 'together', 'rag', 'tag', 'group', 'character', 'order', 'save', 'world', 'anonymous']","['teenag', 'find', 'transport', 'deep', 'forest', 'set', 'battl', 'forc', 'good', 'forc', 'evil', 'take', 'place', 'band', 'togeth', 'rag', 'tag', 'group', 'charact', 'order', 'save', 'world', 'anonym']","['teenager', 'find', 'transport', 'deep', 'forest', 'set', 'battle', 'force', 'good', 'force', 'evil', 'take', 'place', 'band', 'together', 'rag', 'tag', 'group', 'character', 'order', 'save', 'world', 'anonymous']"
548,Exodus: Gods and Kings,"$268,175,631",1528100,2014,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",the defiant leader moses rises up against egyptian pharaoh ramses ii  setting six hundred thousand slaves on a monumental journey of escape from egypt and its terrifying cycle of deadly plagues,"['the', 'defiant', 'leader', 'moses', 'rises', 'up', 'against', 'egyptian', 'pharaoh', 'ramses', 'ii', 'setting', 'six', 'hundred', 'thousand', 'slaves', 'on', 'a', 'monumental', 'journey', 'of', 'escape', 'from', 'egypt', 'and', 'its', 'terrifying', 'cycle', 'of', 'deadly', 'plagues']","['defiant', 'leader', 'moses', 'rise', 'egyptian', 'pharaoh', 'ramses', 'ii', 'setting', 'six', 'hundred', 'thousand', 'slave', 'monumental', 'journey', 'escape', 'egypt', 'terrifying', 'cycle', 'deadly', 'plague']","['defiant', 'leader', 'mose', 'rise', 'egyptian', 'pharaoh', 'rams', 'ii', 'set', 'six', 'hundr', 'thousand', 'slave', 'monument', 'journey', 'escap', 'egypt', 'terrifi', 'cycl', 'dead', 'plagu']","['defiant', 'leader', 'moses', 'rise', 'egyptian', 'pharaoh', 'ramses', 'ii', 'set', 'six', 'hundred', 'thousand', 'slave', 'monumental', 'journey', 'escape', 'egypt', 'terrify', 'cycle', 'deadly', 'plague']"
549,Bambi,"$267,447,150",34492,1942,The story of a young deer growing up in the forest.::Colin Tinto <cst@imdb.com>,the story of a young deer growing up in the forest   colin tinto  cst imdb com,"['the', 'story', 'of', 'a', 'young', 'deer', 'growing', 'up', 'in', 'the', 'forest', 'colin', 'tinto', 'cst', 'imdb', 'com']","['story', 'young', 'deer', 'growing', 'forest', 'colin', 'tinto', 'cst', 'imdb', 'com']","['stori', 'young', 'deer', 'grow', 'forest', 'colin', 'tinto', 'cst', 'imdb', 'com']","['story', 'young', 'deer', 'grow', 'forest', 'colin', 'tinto', 'cst', 'imdb', 'com']"
550,The Princess and the Frog,"$267,045,765",780521,2009,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.::Anonymous",a waitress  desperate to fulfill her dreams as a restaurant owner  is set on a journey to turn a frog prince back into a human being  but she has to face the same problem after she kisses him   anonymous,"['a', 'waitress', 'desperate', 'to', 'fulfill', 'her', 'dreams', 'as', 'a', 'restaurant', 'owner', 'is', 'set', 'on', 'a', 'journey', 'to', 'turn', 'a', 'frog', 'prince', 'back', 'into', 'a', 'human', 'being', 'but', 'she', 'has', 'to', 'face', 'the', 'same', 'problem', 'after', 'she', 'kisses', 'him', 'anonymous']","['waitress', 'desperate', 'fulfill', 'dream', 'restaurant', 'owner', 'set', 'journey', 'turn', 'frog', 'prince', 'back', 'human', 'ha', 'face', 'problem', 'kiss', 'anonymous']","['waitress', 'desper', 'fulfil', 'dream', 'restaur', 'owner', 'set', 'journey', 'turn', 'frog', 'princ', 'back', 'human', 'ha', 'face', 'problem', 'kiss', 'anonym']","['waitress', 'desperate', 'fulfill', 'dream', 'restaurant', 'owner', 'set', 'journey', 'turn', 'frog', 'prince', 'back', 'human', 'ha', 'face', 'problem', 'kiss', 'anonymous']"
551,Batman Returns,"$266,903,053",103776,1992,Batman returns to the big screen when a deformed man calling himself the Penguin wreaks havoc across Gotham with the help of a cruel businessman.,batman returns to the big screen when a deformed man calling himself the penguin wreaks havoc across gotham with the help of a cruel businessman,"['batman', 'returns', 'to', 'the', 'big', 'screen', 'when', 'a', 'deformed', 'man', 'calling', 'himself', 'the', 'penguin', 'wreaks', 'havoc', 'across', 'gotham', 'with', 'the', 'help', 'of', 'a', 'cruel', 'businessman']","['batman', 'return', 'big', 'screen', 'deformed', 'man', 'calling', 'penguin', 'wreaks', 'havoc', 'across', 'gotham', 'help', 'cruel', 'businessman']","['batman', 'return', 'big', 'screen', 'deform', 'man', 'call', 'penguin', 'wreak', 'havoc', 'across', 'gotham', 'help', 'cruel', 'businessman']","['batman', 'return', 'big', 'screen', 'deform', 'man', 'call', 'penguin', 'wreaks', 'havoc', 'across', 'gotham', 'help', 'cruel', 'businessman']"
552,Indecent Proposal,"$266,614,059",107211,1993,A billionaire offers one million dollars to a young married couple for one night with the wife.::BlayzieBone and assmn316,a billionaire offers one million dollars to a young married couple for one night with the wife   blayziebone and assmn,"['a', 'billionaire', 'offers', 'one', 'million', 'dollars', 'to', 'a', 'young', 'married', 'couple', 'for', 'one', 'night', 'with', 'the', 'wife', 'blayziebone', 'and', 'assmn']","['billionaire', 'offer', 'one', 'million', 'dollar', 'young', 'married', 'couple', 'one', 'night', 'wife', 'blayziebone', 'assmn']","['billionair', 'offer', 'one', 'million', 'dollar', 'young', 'marri', 'coupl', 'one', 'night', 'wife', 'blayziebon', 'assmn']","['billionaire', 'offer', 'one', 'million', 'dollar', 'young', 'married', 'couple', 'one', 'night', 'wife', 'blayziebone', 'assmn']"
553,Something's Gotta Give,"$265,328,738",337741,2003,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.::Kenneth Chisholm,a swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age   kenneth chisholm,"['a', 'swinger', 'on', 'the', 'cusp', 'of', 'being', 'a', 'senior', 'citizen', 'with', 'a', 'taste', 'for', 'young', 'women', 'falls', 'in', 'love', 'with', 'an', 'accomplished', 'woman', 'closer', 'to', 'his', 'age', 'kenneth', 'chisholm']","['swinger', 'cusp', 'senior', 'citizen', 'taste', 'young', 'woman', 'fall', 'love', 'accomplished', 'woman', 'closer', 'age', 'kenneth', 'chisholm']","['swinger', 'cusp', 'senior', 'citizen', 'tast', 'young', 'woman', 'fall', 'love', 'accomplish', 'woman', 'closer', 'age', 'kenneth', 'chisholm']","['swinger', 'cusp', 'senior', 'citizen', 'taste', 'young', 'woman', 'fall', 'love', 'accomplish', 'woman', 'closer', 'age', 'kenneth', 'chisholm']"
554,Bridget Jones: The Edge of Reason,"$265,126,918",317198,2004,"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.::Daniel Jos. Leary",after finding love  bridget jones questions if she really has everything she d ever dreamed of having   daniel jos  leary,"['after', 'finding', 'love', 'bridget', 'jones', 'questions', 'if', 'she', 'really', 'has', 'everything', 'she', 'd', 'ever', 'dreamed', 'of', 'having', 'daniel', 'jos', 'leary']","['finding', 'love', 'bridget', 'jones', 'question', 'really', 'ha', 'everything', 'ever', 'dreamed', 'daniel', 'jos', 'leary']","['find', 'love', 'bridget', 'jone', 'question', 'realli', 'ha', 'everyth', 'ever', 'dream', 'daniel', 'jos', 'leari']","['find', 'love', 'bridget', 'jones', 'question', 'really', 'ha', 'everything', 'ever', 'dream', 'daniel', 'jos', 'leary']"
555,The Incredible Hulk,"$264,770,996",800080,2008,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into whenever he loses his temper.::ahmetkozan",bruce banner  a scientist on the run from the u s  government  must find a cure for the monster he turns into whenever he loses his temper   ahmetkozan,"['bruce', 'banner', 'a', 'scientist', 'on', 'the', 'run', 'from', 'the', 'u', 's', 'government', 'must', 'find', 'a', 'cure', 'for', 'the', 'monster', 'he', 'turns', 'into', 'whenever', 'he', 'loses', 'his', 'temper', 'ahmetkozan']","['bruce', 'banner', 'scientist', 'run', 'u', 'government', 'must', 'find', 'cure', 'monster', 'turn', 'whenever', 'loses', 'temper', 'ahmetkozan']","['bruce', 'banner', 'scientist', 'run', 'u', 'govern', 'must', 'find', 'cure', 'monster', 'turn', 'whenev', 'lose', 'temper', 'ahmetkozan']","['bruce', 'banner', 'scientist', 'run', 'u', 'government', 'must', 'find', 'cure', 'monster', 'turn', 'whenever', 'loses', 'temper', 'ahmetkozan']"
556,Parasite,"$264,475,049",6751668,2019,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.::Jwelch5742,greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy park family and the destitute kim clan   jwelch,"['greed', 'and', 'class', 'discrimination', 'threaten', 'the', 'newly', 'formed', 'symbiotic', 'relationship', 'between', 'the', 'wealthy', 'park', 'family', 'and', 'the', 'destitute', 'kim', 'clan', 'jwelch']","['greed', 'class', 'discrimination', 'threaten', 'newly', 'formed', 'symbiotic', 'relationship', 'wealthy', 'park', 'family', 'destitute', 'kim', 'clan', 'jwelch']","['greed', 'class', 'discrimin', 'threaten', 'newli', 'form', 'symbiot', 'relationship', 'wealthi', 'park', 'famili', 'destitut', 'kim', 'clan', 'jwelch']","['greed', 'class', 'discrimination', 'threaten', 'newly', 'form', 'symbiotic', 'relationship', 'wealthy', 'park', 'family', 'destitute', 'kim', 'clan', 'jwelch']"
557,Waterworld,"$264,218,220",114898,1995,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.::jgp3553@yahoo.com",in a future where the polar ice caps have melted and earth is almost entirely submerged  a mutated mariner fights starvation and outlaw  smokers   and reluctantly helps a woman and a young girl try to find dry land   jgp yahoo com,"['in', 'a', 'future', 'where', 'the', 'polar', 'ice', 'caps', 'have', 'melted', 'and', 'earth', 'is', 'almost', 'entirely', 'submerged', 'a', 'mutated', 'mariner', 'fights', 'starvation', 'and', 'outlaw', 'smokers', 'and', 'reluctantly', 'helps', 'a', 'woman', 'and', 'a', 'young', 'girl', 'try', 'to', 'find', 'dry', 'land', 'jgp', 'yahoo', 'com']","['future', 'polar', 'ice', 'cap', 'melted', 'earth', 'almost', 'entirely', 'submerged', 'mutated', 'mariner', 'fight', 'starvation', 'outlaw', 'smoker', 'reluctantly', 'help', 'woman', 'young', 'girl', 'try', 'find', 'dry', 'land', 'jgp', 'yahoo', 'com']","['futur', 'polar', 'ice', 'cap', 'melt', 'earth', 'almost', 'entir', 'submerg', 'mutat', 'marin', 'fight', 'starvat', 'outlaw', 'smoker', 'reluct', 'help', 'woman', 'young', 'girl', 'tri', 'find', 'dri', 'land', 'jgp', 'yahoo', 'com']","['future', 'polar', 'ice', 'cap', 'melt', 'earth', 'almost', 'entirely', 'submerge', 'mutate', 'mariner', 'fight', 'starvation', 'outlaw', 'smoker', 'reluctantly', 'help', 'woman', 'young', 'girl', 'try', 'find', 'dry', 'land', 'jgp', 'yahoo', 'com']"
558,The Truman Show,"$264,118,201",120382,1998,An insurance salesman discovers his whole life is actually a reality TV show.::BCDavis <wdavis@netins.net>,an insurance salesman discovers his whole life is actually a reality tv show   bcdavis  wdavis netins net,"['an', 'insurance', 'salesman', 'discovers', 'his', 'whole', 'life', 'is', 'actually', 'a', 'reality', 'tv', 'show', 'bcdavis', 'wdavis', 'netins', 'net']","['insurance', 'salesman', 'discovers', 'whole', 'life', 'actually', 'reality', 'tv', 'show', 'bcdavis', 'wdavis', 'netins', 'net']","['insur', 'salesman', 'discov', 'whole', 'life', 'actual', 'realiti', 'tv', 'show', 'bcdavi', 'wdavi', 'netin', 'net']","['insurance', 'salesman', 'discovers', 'whole', 'life', 'actually', 'reality', 'tv', 'show', 'bcdavis', 'wdavis', 'netins', 'net']"
559,Charlie's Angels,"$264,105,545",5033998,2019,"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.::Sony Pictures",when a young systems engineer blows the whistle on a dangerous technology  charlie s angels are called into action  putting their lives on the line to protect us all   sony pictures,"['when', 'a', 'young', 'systems', 'engineer', 'blows', 'the', 'whistle', 'on', 'a', 'dangerous', 'technology', 'charlie', 's', 'angels', 'are', 'called', 'into', 'action', 'putting', 'their', 'lives', 'on', 'the', 'line', 'to', 'protect', 'us', 'all', 'sony', 'pictures']","['young', 'system', 'engineer', 'blow', 'whistle', 'dangerous', 'technology', 'charlie', 'angel', 'called', 'action', 'putting', 'life', 'line', 'protect', 'u', 'sony', 'picture']","['young', 'system', 'engin', 'blow', 'whistl', 'danger', 'technolog', 'charli', 'angel', 'call', 'action', 'put', 'life', 'line', 'protect', 'u', 'soni', 'pictur']","['young', 'system', 'engineer', 'blow', 'whistle', 'dangerous', 'technology', 'charlie', 'angel', 'call', 'action', 'put', 'life', 'line', 'protect', 'u', 'sony', 'picture']"
560,The Fifth Element,"$264,029,966",119116,1997,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.::Murray Chapman",in the colorful future  a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep evil and mr  zorg at bay   murray chapman,"['in', 'the', 'colorful', 'future', 'a', 'cab', 'driver', 'unwittingly', 'becomes', 'the', 'central', 'figure', 'in', 'the', 'search', 'for', 'a', 'legendary', 'cosmic', 'weapon', 'to', 'keep', 'evil', 'and', 'mr', 'zorg', 'at', 'bay', 'murray', 'chapman']","['colorful', 'future', 'cab', 'driver', 'unwittingly', 'becomes', 'central', 'figure', 'search', 'legendary', 'cosmic', 'weapon', 'keep', 'evil', 'mr', 'zorg', 'bay', 'murray', 'chapman']","['color', 'futur', 'cab', 'driver', 'unwit', 'becom', 'central', 'figur', 'search', 'legendari', 'cosmic', 'weapon', 'keep', 'evil', 'mr', 'zorg', 'bay', 'murray', 'chapman']","['colorful', 'future', 'cab', 'driver', 'unwittingly', 'becomes', 'central', 'figure', 'search', 'legendary', 'cosmic', 'weapon', 'keep', 'evil', 'mr', 'zorg', 'bay', 'murray', 'chapman']"
